iteration,max_diff,ave_diff,max_diff_true,ave_diff_true
1,0.731515795073,0.384002131329,0.950515695955,0.499620007754
2,0.802467373369,0.406471755497,0.815690073618,0.412672719212
3,0.972299089428,0.487406984550,0.066939322756,0.025217074480
4,0.001347044529,0.001121839724,32.696382647683,16.346814447740
5,0.100629562395,0.049254636748,32.666258828916,16.332312843987
6,0.089296160080,0.044016993164,29.678376605439,14.822942430611
7,0.079435555211,0.039319859116,27.218724846441,13.583214180335
8,0.071056991451,0.035267622384,25.174802277943,12.556517498658
9,0.063977440574,0.031812674772,23.458515490913,11.696304564181
10,0.057983070333,0.028870074585,22.000756711675,10.966776897171
11,0.052880142053,0.026354835950,20.748698825068,10.340868366554
12,0.048506815529,0.024192829760,19.662093490025,9.798099475012
13,0.044732036168,0.022322580345,18.710100601517,9.322851329670
14,0.041450846362,0.020694113141,17.868865261470,8.903083164296
15,0.038579340768,0.019267070245,17.119735011469,8.529403597072
16,0.036050257424,0.018008862745,16.447962399643,8.194401529320
17,0.033809401208,0.016893089450,15.841760077332,7.892162231351
18,0.031812832601,0.015898255251,15.291608386787,7.617914525710
19,0.030024686831,0.015006757004,14.789743521771,7.367770973691
20,0.028415488826,0.014204089154,14.329775421282,7.138534488742
21,0.026960850223,0.013478223274,13.906399581951,6.927552825236
22,0.025640458273,0.012819122926,13.515177480925,6.732607920508
23,0.024437287338,0.012218363060,13.152367608541,6.551830874964
24,0.023337469152,0.011668830061,12.814794201562,6.383635987773
25,0.022329445158,0.011164484082,12.499744334596,6.226669099479
26,0.021401313510,0.010700169669,12.204886544673,6.079766781461
27,0.020544267521,0.010271463973,11.928205955884,5.941923826029
28,0.019750711799,0.009874554395,11.667952157814,5.812267145405
29,0.019014066138,0.009506139374,11.422597024197,5.690034660930
30,0.018328605419,0.009163347490,11.190800340252,5.574558109185
31,0.017689328219,0.008843671154,10.971381610399,5.465248945996
32,0.017091848432,0.008544911943,10.763296792498,5.361586718277
33,0.016532305416,0.008265135333,10.565618985766,5.263109415291
34,0.016007289146,0.008002633012,10.377522312032,5.169405417850
35,0.015513777591,0.007755891366,10.198268391947,5.080106745493
36,0.015049084062,0.007523565000,10.027194942165,4.994883364102
37,0.014610812781,0.007304454407,9.863706115607,4.913438364759
38,0.014196821214,0.007097487040,9.707264281791,4.835503862130
39,0.013805188029,0.006901701223,9.557383002807,4.760837490103
40,0.013434185718,0.006716232403,9.413621006749,4.689219395545
41,0.013082257142,0.006540301384,9.275576997015,4.620449649385
42,0.012747995349,0.006373204197,9.142885165124,4.554346008882
43,0.012430126156,0.006214303364,9.015211298080,4.490741976612
44,0.012127493075,0.006063020343,8.892249390193,4.429485111181
45,0.011839044215,0.005918828959,8.773718684530,4.370435552280
46,0.011563820878,0.005781249689,8.659361081599,4.313464728941
47,0.011300947601,0.005649844669,8.548938863009,4.258454224887
48,0.011049623422,0.005524213326,8.442232686189,4.205294779075
49,0.010809114227,0.005403988535,8.339039813129,4.153885402928
50,0.010578745998,0.005288833244,8.239172541759,4.104132598612
51,0.010357898859,0.005178437489,8.142456813334,4.055949665059
52,0.010146001812,0.005072515760,8.048730973113,4.009256080419
53,0.009942528066,0.004970804660,7.957844664908,3.963976951234
54,0.009746990884,0.004873060831,7.869657842868,3.920042520057
55,0.009558939892,0.004779059098,7.784039886169,3.877387724359
56,0.009377957777,0.004688590828,7.700868804260,3.835951800565
57,0.009203657341,0.004601462445,7.620030521989,3.795677927902
58,0.009035678860,0.004517494114,7.541418235343,3.756512907439
59,0.008873687712,0.004436518553,7.464931829756,3.718406872296
60,0.008717372246,0.004358379967,7.390477353962,3.681313025545
61,0.008566441861,0.004282933088,7.317966543278,3.645187402726
62,0.008420625279,0.004210042306,7.247316386937,3.609988656320
63,0.008279668974,0.004139580891,7.178448734774,3.575677859826
64,0.008143335758,0.004071430279,7.111289939123,3.542218329381
65,0.008011403498,0.004005479436,7.045770528277,3.509575461104
66,0.007883663946,0.003941624266,6.981824908289,3.477716582563
67,0.007759921686,0.003879767092,6.919391090276,3.446610816939
68,0.007639993161,0.003819816164,6.858410440683,3.416228958636
69,0.007523705801,0.003761685223,6.798827452281,3.386543359217
70,0.007410897213,0.003705293100,6.740589533900,3.357527822673
71,0.007301414451,0.003650563347,6.683646817116,3.329157509131
72,0.007195113342,0.003597423903,6.627951978311,3.301408846233
73,0.007091857871,0.003545806783,6.573460074684,3.274259447453
74,0.006991519616,0.003495647799,6.520128392950,3.247688036736
75,0.006893977229,0.003446886299,6.467916309580,3.221674378890
76,0.006799115959,0.003399464928,6.416785161561,3.196199215215
77,0.006706827210,0.003353329408,6.366698126763,3.171244203916
78,0.006617008142,0.003308428337,6.317620113073,3.146791864886
79,0.006529561289,0.003264713000,6.269517655560,3.122825528487
80,0.006444394223,0.003222137201,6.222358820988,3.099329287989
81,0.006361419227,0.003180657099,6.176113119064,3.076287955369
82,0.006280553008,0.003140231060,6.130751419876,3.053687020189
83,0.006201716415,0.003100819525,6.086245877018,3.031512611306
84,0.006124834192,0.003062384881,6.042569855939,3.009751461185
85,0.006049834740,0.003024891341,5.999697867109,2.988390872614
86,0.005976649901,0.002988304838,5.957605503623,2.967418687626
87,0.005905214750,0.002952592923,5.916269382901,2.946823258461
88,0.005835467412,0.002917724671,5.875667092171,2.926593420412
89,0.005767348883,0.002883670588,5.835777137448,2.906718466416
90,0.005700802866,0.002850402539,5.796578895744,2.887188123250
