iteration,max_diff,ave_diff,max_diff_true,ave_diff_true
1,0.771520565116,0.405002247886,0.951333807422,0.481852271041
2,0.573326638161,0.289719353866,0.786999680725,0.405240169587
3,0.485385019059,0.239370495625,0.500788335234,0.263760085330
4,0.252727067461,0.126445130502,0.044481720936,0.034669524125
5,0.001869923638,0.000731033988,0.298144531547,0.164039516839
6,0.074411603916,0.037180613834,0.295772038143,0.163318164722
7,0.078345978767,0.039062482886,0.206313902805,0.118686361524
8,0.064056128548,0.031838463498,0.119526935382,0.075174074476
9,0.047482691201,0.023519006765,0.053267005720,0.041829265772
10,0.032747844586,0.016139646176,0.045227306535,0.019132642645
11,0.020575901089,0.010054288303,0.045168784528,0.033563121142
12,0.003467261717,0.001652484219,0.054327191994,0.043080056047
13,0.003932241396,0.001879095668,0.051299309204,0.041505133337
14,0.004113851395,0.001972910002,0.047838974477,0.039707220284
15,0.004039298357,0.001946213635,0.045108916843,0.037811917006
16,0.003747066114,0.001816354837,0.045099752220,0.035934876613
17,0.003286968280,0.001605954011,0.045087558927,0.034176629900
18,0.002716337904,0.001341259227,0.045072046353,0.032616966152
19,0.002094964206,0.001049668822,0.045053025918,0.031310763359
20,0.001498747472,0.000757081816,0.045030413868,0.030286245029
21,0.000967904642,0.000485562408,0.045004224126,0.029546000957
22,0.000507463792,0.000251691635,0.044974553044,0.029070526295
23,0.000247022384,0.000118561724,0.044941558709,0.028823583091
24,0.000274199559,0.000132469190,0.044931846571,0.028932184602
25,0.000280228845,0.000136536701,0.044919474832,0.029052353367
26,0.000268412570,0.000132241874,0.044904549325,0.029174548692
27,0.000242579433,0.000121306075,0.044887145079,0.029290659392
28,0.000206904713,0.000105622417,0.044867318108,0.029394248223
29,0.000165590326,0.000087114355,0.044845110088,0.029480719774
30,0.000122547351,0.000067591799,0.044820550893,0.029547348717
31,0.000081134989,0.000048630129,0.044793660499,0.029593167891
32,0.000043979785,0.000031483638,0.044764450754,0.029618739298
33,0.000032388694,0.000017037665,0.044732927176,0.029625841695
34,0.000034605558,0.000021119420,0.044699090737,0.029617112260
35,0.000036825616,0.000030721737,0.044662939593,0.029595678940
36,0.000047525890,0.000037124116,0.044624470653,0.029564815921
37,0.000053692322,0.000040714183,0.044583680915,0.029527648025
38,0.000055402695,0.000042036529,0.044540568507,0.029486921757
39,0.000053820135,0.000041714211,0.044495133416,0.029444852090
40,0.000050139383,0.000040376996,0.044447377885,0.029403045745
41,0.000050156128,0.000038602005,0.044397306538,0.029362494483
42,0.000052361350,0.000036870349,0.044344926240,0.029323626393
43,0.000054557047,0.000035541186,0.044290245793,0.029286399569
44,0.000056742242,0.000034842655,0.044233275509,0.029250421201
45,0.000058916399,0.000034877540,0.044174026734,0.029215075552
46,0.000061079377,0.000035640371,0.044112511385,0.029179646428
47,0.000063231342,0.000037042096,0.044048741538,0.029143422953
48,0.000065372672,0.000038938366,0.043982729109,0.029105781229
49,0.000067503851,0.000041157809,0.043914485629,0.029066238365
50,0.000069625379,0.000043527346,0.043844022138,0.029024478885
51,0.000071737694,0.000045892435,0.043771349162,0.028980356399
52,0.000073841117,0.000048131081,0.043696476783,0.028933875505
53,0.000075935821,0.000050161303,0.043619414760,0.028885160001
54,0.000078021824,0.000051942530,0.043540172681,0.028834413803
55,0.000080098997,0.000053471955,0.043458760125,0.028781880490
56,0.000082167089,0.000054777237,0.043375186819,0.028727806412
57,0.000084225760,0.000055907102,0.043289462761,0.028672410915
58,0.000086274621,0.000056921302,0.043201598313,0.028615865755
59,0.000088313267,0.000057881240,0.043111604255,0.028558284308
60,0.000090341305,0.000058842206,0.043019491796,0.028499719953
61,0.000092358384,0.000059847833,0.042925272566,0.028440172035
